rank,video_id,title,view_count,duration,url
724,-SiolTC-F_w,“You’re A JOKE!” Trump Shooting Debate & Free Speech ‘Hypocrisy’ | With Cenk Uygur & Glenn Beck,512000,4334,https://www.youtube.com/watch?v=-SiolTC-F_w
725,zs5dI4XH630,"""Meghan Had To Learn To Be Black!"" Sir Trevor Phillips On Racism In The UK",511000,1142,https://www.youtube.com/watch?v=zs5dI4XH630
726,mstj6ujsW9E,"""STILL Claiming To Be The Boot?"" Tim Pool vs Dave Smith On ICE",510000,1919,https://www.youtube.com/watch?v=mstj6ujsW9E
727,RGEZpKLIzkc,"“Tried To DESTROY Him!” Eric Trump, Mike Johnson & More On Federal Troops & Epstein Files",510000,5324,https://www.youtube.com/watch?v=RGEZpKLIzkc
728,SUNdvLn06lw,"""We Were LIED To!"" White House Health 'Cover-Up', Jeffrey Epstein + Jason Miller Blasts Bidens",510000,3312,https://www.youtube.com/watch?v=SUNdvLn06lw
729,kqcjXwJrzyE,"""This Country's Gonna EXPLODE!"" Trump Tariffs, Deportations & Epstein | With Kari Lake",509000,3371,https://www.youtube.com/watch?v=kqcjXwJrzyE
730,2vq51eoB9-k,"""He's Famous, But Not A Big Talent!"" Douglas Murray SLAMS Russell Brand",508000,1014,https://www.youtube.com/watch?v=2vq51eoB9-k
731,BKnKJKm9yNo,‘You’re WARCRIME-MAXXING!’ Piers Morgan vs Clavicular On Israel Scandal + Andrew Tate Arrest,505000,3281,https://www.youtube.com/watch?v=BKnKJKm9yNo
732,hK6HfIXgnhQ,"""It's JARRING!"" Christopher Nolan's 'The Odyssey' DISMANTLED By Victor Davis Hanson & Nerdrotic",505000,2647,https://www.youtube.com/watch?v=hK6HfIXgnhQ
733,ZhJP3a_r01M,'You're Full Of S***!' Piers Morgan Takes Down Moon Landing Denier | Artemis II Debate,504000,2770,https://www.youtube.com/watch?v=ZhJP3a_r01M
734,FnxZcoSWCHY,'Give Up Your Land or SHUT UP!' Bad Bunny & ICE At Super Bowl | With Bill O'Reilly,503000,2866,https://www.youtube.com/watch?v=FnxZcoSWCHY
735,7iqXXQQIZ0E,“Disgusting and Insensitive!” Piers Morgan vs New York Portal Flasher,503000,1132,https://www.youtube.com/watch?v=7iqXXQQIZ0E
736,cYGneykbYNU,"""That’s Hamas Propaganda!"" | Piers Morgan Debates US Funding For Israel",503000,1828,https://www.youtube.com/watch?v=cYGneykbYNU
737,G-USxXNu0Ow,“He Perpetrated a LIE” Stephen Colbert CANCELLED + Hunter Biden TRASHES Democrats,502000,2455,https://www.youtube.com/watch?v=G-USxXNu0Ow
738,bTb2dGsdnxU,Every Time Piers Morgan DESTROYED Prince Harry and Meghan Markle Book,497000,2123,https://www.youtube.com/watch?v=bTb2dGsdnxU
739,KFQVuiQ3ZUU,"""She is SO Unlikeable!"" Esther Krakue on Meghan Markle and The Royal Family",496000,699,https://www.youtube.com/watch?v=KFQVuiQ3ZUU
740,yE-aBex08GA,'You Never Had a Girlfriend LIE About You?!' Andrew Tate & Tristan Tate Extradition | With Dr Phil,495000,3497,https://www.youtube.com/watch?v=yE-aBex08GA
741,ScqDOpGMgCc,“Deeper Than Diddy” Brett Cooper On Justin Bieber Meltdown + Blake Lively Legal Battle,494000,1951,https://www.youtube.com/watch?v=ScqDOpGMgCc
742,oQf9kfbzccg,“SHAME On Him For LYING” Nigerian Minister Grilled On Trump 'Genocide' Claims,493000,2531,https://www.youtube.com/watch?v=oQf9kfbzccg
743,WquugDzj-2E,'Tell Israel To COOL DOWN!' State of Palestine Recognized By UK | Mike Huckabee vs Husam Zomlot,492000,2788,https://www.youtube.com/watch?v=WquugDzj-2E
744,C57ifkHYELg,"""Some Of The Most EVIL People On Earth""' Epstein Scandal Erupts | Prince Harry RETURNS To UK",492000,2399,https://www.youtube.com/watch?v=C57ifkHYELg
745,CwOUMUyqLnY,‘MASSIVE Cover-Up!’ Joe Biden Cancer Diagnosis + Gaza Debate Goes WILD,492000,4391,https://www.youtube.com/watch?v=CwOUMUyqLnY
746,_wBtBXpQym8,“She Looked Pretty Thin” Kate Middleton Powers Through Royal Duties,492000,1733,https://www.youtube.com/watch?v=_wBtBXpQym8
747,nk9Nr0WyKf0,Israel-Hamas War: Piers Morgan's FIERY Debate On Two-State Solution,492000,861,https://www.youtube.com/watch?v=nk9Nr0WyKf0
748,Zoxsc6lRMp8,"""She LIED About Us!"" Thomas Markle Jr on Meghan Markle and Prince Harry's Netflix Documentary",492000,534,https://www.youtube.com/watch?v=Zoxsc6lRMp8
749,n3LuZOLDBGA,"""Harry, GO WORK IN MCDONALDS!"" John Lydon on The Royal Family | PMU",491000,676,https://www.youtube.com/watch?v=n3LuZOLDBGA
750,cSPfNJC9D80,'Ms. Rachel Is a National TREASURE!' Antisemite Of The Year Debate | With Ana Kasparian,490000,2310,https://www.youtube.com/watch?v=cSPfNJC9D80
751,oZ5vPHZsyEM,"""It's BENEATH You!"" Trump's 'Piggy' Jibe, Nick Fuentes, Obama & More",490000,3188,https://www.youtube.com/watch?v=oZ5vPHZsyEM
752,GVNse2cRfjs,"""It's INFURIATING!"" - Swimmer Sharron Davies On Her Fight For Women's Sport",490000,499,https://www.youtube.com/watch?v=GVNse2cRfjs
753,qGfb4HxTmRU,'You're OBSESSED With Gay People!' Michael Knowles Pride Debate + Andrew Wilson vs Lauren Southern,489000,2978,https://www.youtube.com/watch?v=qGfb4HxTmRU
754,huLe3ju0dT8,"""These Things DID NOT Happen"" | Piers Morgan Doubles Down After Naming Royals Named In Racism Row",489000,627,https://www.youtube.com/watch?v=huLe3ju0dT8
755,8s88Qc0V8C8,Piers Morgan Reacts to Cristiano Ronaldo Leaving Manchester United,489000,427,https://www.youtube.com/watch?v=8s88Qc0V8C8
756,8MKiWf5M-E4,"Kate Middleton's Uncle Needs To ""Grow Up!"" | Plus What Does America Think Of Meghan Markle?",488000,2638,https://www.youtube.com/watch?v=8MKiWf5M-E4
757,r4ss3ptSlDw,"Israel-Hamas: ""You're Waging a War on CHILDREN"" | Piers Morgan vs Naftali Bennett",488000,1636,https://www.youtube.com/watch?v=r4ss3ptSlDw
758,Rv5dXwWg76Y,“Scary & DANGEROUS” Eric Weinstein vs Piers Morgan on Charlie Kirk & Free Speech,486000,2420,https://www.youtube.com/watch?v=Rv5dXwWg76Y
759,6ds8x7rwueQ,‘MAGA Cult Is OVER!’ AIPAC Michigan Defeat & Tucker’s New Party + Nick Shirley & Rand Paul,484000,4125,https://www.youtube.com/watch?v=6ds8x7rwueQ
760,9FiTx9rxiLs,"""DEMONIC Elements"" Mikhaila Peterson On Jordan Peterson, Prager & Kirk + Chris Williamson On Health",484000,2749,https://www.youtube.com/watch?v=9FiTx9rxiLs
761,w3zqO-zK0Zw,"""DISGUSTING!"" Gaza Flotilla Detainees on Israel 'Abuse' | Norman Finkelstein on 'Nazi' Post",483000,4850,https://www.youtube.com/watch?v=w3zqO-zK0Zw
762,7KeXolkASyk,"RFK Jr On Julian Assange - ""I Would Pardon Him AND Snowden""",483000,2742,https://www.youtube.com/watch?v=7KeXolkASyk
763,kAcM2JE9Jcs,"Neil deGrasse Tyson vs Piers Morgan | ""Dinosaurs Would STILL Be Here If They Had NASA""",481000,1595,https://www.youtube.com/watch?v=kAcM2JE9Jcs
764,VbT0nkJFbws,“Anti-Muslim BIGOT!” Mehdi Hasan vs Steve Hilton + Ex Tate Staffer EXCLUSIVE,480000,3654,https://www.youtube.com/watch?v=VbT0nkJFbws
765,RJPTHcU4-7U,“It’s a DISASTER!” James Gunn Turns Superman Woke! | With Nerdrotic & Dean Cain,480000,1467,https://www.youtube.com/watch?v=RJPTHcU4-7U
766,CKLD-Ww-2vI,"""You GASLIGHT Meghan!"" Piers Has HEATED Debate Over Harry and Meghan's Netflix Documentary",480000,1027,https://www.youtube.com/watch?v=CKLD-Ww-2vI
767,uR_Tx3s7SIc,“Beyond ALL Doubt Jesus” Experts Debate Shroud of Turin With Piers Morgan,478000,2592,https://www.youtube.com/watch?v=uR_Tx3s7SIc
768,uwCTktxy0ho,Was Jeffrey Epstein a Spy for Israel? Mossad Debate With Former CIA Agent,476000,3540,https://www.youtube.com/watch?v=uwCTktxy0ho
769,EAKcMtx6xxs,"""She Should Get Life in Jail"" - Man Falsely Accused By Eleanor Williams",476000,935,https://www.youtube.com/watch?v=EAKcMtx6xxs
770,K0uLhPVc_JU,"""We'll Beat The S*** Outta YOU!"" Piers Morgan Called a ****! Deontay Wilder & Derek Chisora",475000,3365,https://www.youtube.com/watch?v=K0uLhPVc_JU
771,Hhz_zB9st0Q,“NOBODY Has Won!” Cracks Already Show in Gaza Ceasefire | Piers Morgan Interviews Hamas Hostage,475000,2884,https://www.youtube.com/watch?v=Hhz_zB9st0Q
772,I7p-6HHUgl4,"""I've Been A Terrible Liar"" - Piers Morgan GRILLS George Santos | Full Interview",474000,2405,https://www.youtube.com/watch?v=I7p-6HHUgl4
773,pK_3XIXPXgk,"'FROZEN OUT By Ben Shapiro' Piers Morgan x Jeremy Boreing On Candace Owens, Tucker Carlson & Fuentes",473000,2292,https://www.youtube.com/watch?v=pK_3XIXPXgk
774,pk2BBUf_RwQ,“CATASTROPHIC” James Carville On Democrats Meltdown + Being WRONG About Trump,473000,2384,https://www.youtube.com/watch?v=pk2BBUf_RwQ
775,HEs0tSdO7tE,"""The Truth... I'm DONE!"" Tyson Fury's Retirement From Boxing Confirmed | PMU",473000,600,https://www.youtube.com/watch?v=HEs0tSdO7tE
776,knidi_FXctk,"""If You'd Like To Be LESS Patronising!"" Piers Morgan Clashes With Writer Over Fiona Bruce",472000,1018,https://www.youtube.com/watch?v=knidi_FXctk
777,S9nCMWy4NKc,"Piers Morgan vs Jordan Peterson On Israel-Hamas War, US and UK Elections And Golden Globes",471000,3297,https://www.youtube.com/watch?v=S9nCMWy4NKc
778,PkPC5D2NmDA,"""It's Not Working!"" Piers Morgan SLAMS Woke 'Censoring' Of Children's Books",468000,780,https://www.youtube.com/watch?v=PkPC5D2NmDA
779,t83JfB4N8v0,“You're a DELUDED Hypocrite!” Olympics Trans Ban + Soccer Star Branded ‘Transphobic’ Over Article,466000,1469,https://www.youtube.com/watch?v=t83JfB4N8v0
780,7TN5nmouxvw,‘NOTHING Empowering About This!’ Can You Be An OF Creator AND a Feminist?,466000,1827,https://www.youtube.com/watch?v=7TN5nmouxvw
781,iGfxsr_fMcw,"""There Is NO WAY BACK Now For Harry"" Have Harry And Meghan Gone Too Far?",466000,676,https://www.youtube.com/watch?v=iGfxsr_fMcw
782,k3q__FBcuBE,“Trying To Get The Case Thrown Out” Richard Gadd’s Testimony On Fiona Harvey,464000,1290,https://www.youtube.com/watch?v=k3q__FBcuBE
783,I6W1eKAZ7bg,"""I Don't Give A DAMN What You Say!"" Kari Lake On 'Rigged' Elections in 2022",462000,1241,https://www.youtube.com/watch?v=I6W1eKAZ7bg
784,6GSIVmGHiUk,"""I Wanted To SMACK Harry One!"" Royal Photographer Leaps To Royal Family's Defence",461000,509,https://www.youtube.com/watch?v=6GSIVmGHiUk
785,8ud-Rhg8cls,"""That Man Is GUILTY!"" Anthony Fauci SILENCE + Trump Vows Iran Revenge After Netanyahu Meeting",460000,3418,https://www.youtube.com/watch?v=8ud-Rhg8cls
786,lNa0Rj_3vHU,“We’re Never Told The TRUTH” Directors Oliver Stone & Sean Stone on Kirk & RFK Assassinations,460000,2133,https://www.youtube.com/watch?v=lNa0Rj_3vHU
787,QEdV4I8-3y8,'YOU Are Making Jews Less Safe!' Americans Jews Debate Israel-Gaza | With Peter Beinart,460000,3047,https://www.youtube.com/watch?v=QEdV4I8-3y8
788,rLFHl5FJaRI,'MAGA Rejects You!” Lindy Li vs Critics & Trump-Putin War Debate,459000,3936,https://www.youtube.com/watch?v=rLFHl5FJaRI
789,53x0FECym2M,Churchill Revisionist Branded “Low-Rate Historian” After Tucker Carlson Interview,459000,2585,https://www.youtube.com/watch?v=53x0FECym2M
790,wzmpH29AovQ,"""Are You Mr Or Mrs?"" HEATED Debate On Transgender Rights To Safe Spaces",459000,707,https://www.youtube.com/watch?v=wzmpH29AovQ
791,tLVU6oWjOu4,Andy Gray Reveals He 'Considered Taking His Own Life' Over Sky Sports Sacking,459000,1274,https://www.youtube.com/watch?v=tLVU6oWjOu4
792,qJTqcs_ur24,"“Monumental COCK-UP!"" Jasmine Crockett 'Hot Wheels' Blunder + Signal Security Breach",455000,3437,https://www.youtube.com/watch?v=qJTqcs_ur24
793,-wnwSrBIxKo,Piers Morgan vs Jeffrey Epstein's Brother | 'He Stopped Hanging Out With 'Crook' Donald Trump',454000,1621,https://www.youtube.com/watch?v=-wnwSrBIxKo
794,be0uKwXrEcs,"""They Saved Reality TV!"" Tim Dillon Mocks Harry And Meghan's 'Shameful' Behaviour",454000,537,https://www.youtube.com/watch?v=be0uKwXrEcs
795,-HxbB3I001o,"""CATASTROPHIC Failure!"" Trump Dinner Assassination Attempt & Royal Visit | With Kari Lake",453000,5069,https://www.youtube.com/watch?v=-HxbB3I001o
796,fj0Vc_AHkYw,"""Moral MONSTERS!"" War and Religion Debate With Rev Franklin Graham & Wesley Huff",452000,2834,https://www.youtube.com/watch?v=fj0Vc_AHkYw
797,WxvsXbrUGhY,"“Tuchel Has Got It Wrong” John Terry, Simon Jordan & Piers Morgan Debate England's World Cup Hopes",451000,3278,https://www.youtube.com/watch?v=WxvsXbrUGhY
798,PFHz-2W2sFs,"PART 1: Piers Morgan's Most Fiery Debates ft. Mizzy, Vegans And Jeremy Corbyn",450000,2853,https://www.youtube.com/watch?v=PFHz-2W2sFs
799,ZKAVZVUZLgY,"""Israel Is DESPISED!"" Trump's US-Iran Deal Threatened By Hezbollah Strikes",449000,2762,https://www.youtube.com/watch?v=ZKAVZVUZLgY
800,gEEorJP7204,"'I WON The Fight Against 50 Cent!"" | Ja Rule On Diddy Allegations, His UK Ban And More",449000,2242,https://www.youtube.com/watch?v=gEEorJP7204
801,nVrLiyUzs7c,‘We NEED Trump To Release This Information’ Is Alien Existence Being Hidden? With David Kipping,448000,2279,https://www.youtube.com/watch?v=nVrLiyUzs7c
802,IxhcCfvQpg8,"""Do Hamas Fighters Have TATTOOS On Their Foreheads?!"" Piers' Pack on Gaza, Gender Identity And More",448000,2315,https://www.youtube.com/watch?v=IxhcCfvQpg8
803,7TV3FuTpJRo,"""Existential Threat To Human Life"" Eric Weinstein On Iran, Epstein, UFOs & More...",446000,2775,https://www.youtube.com/watch?v=7TV3FuTpJRo
804,AEHbRxz1ZAc,"Piers Morgan's Debate On Suspended 'Jihad Doctor': ""STOP Using Your Skin Colour!""",446000,1859,https://www.youtube.com/watch?v=AEHbRxz1ZAc
805,RM0AOHx8OOk,‘Send a Warrant To TRUMP!’ US REJECTS Iran Plan | With Former Israeli PM Naftali Bennett,444000,3658,https://www.youtube.com/watch?v=RM0AOHx8OOk
806,ijwjdzNvQ7Q,“FREE DIDDY!” Ray J on Sean Combs Trial and Who Tried To Shoot Him,444000,1410,https://www.youtube.com/watch?v=ijwjdzNvQ7Q
807,MuCTJJQdISw,“An Award To Hamas!” Israel President Herzog CONDEMNS Recognition Of Palestine,443000,1589,https://www.youtube.com/watch?v=MuCTJJQdISw
808,yUcmDkaFiRA,"""Too Many People CROSSED The Line!"" The Treatment Of Kate Middleton",443000,1538,https://www.youtube.com/watch?v=yUcmDkaFiRA
809,yfbNev0tA4M,Lawyer Explains And Predicts Outcome Of Alec Baldwin On-Set Shooting Case,441000,446,https://www.youtube.com/watch?v=yfbNev0tA4M
810,w6w5OU1YqRE,“UTTER Disrespect!” Gaza ‘Ceasefire’ & Trump Slams Putin | With Glenn Greenwald,440000,2239,https://www.youtube.com/watch?v=w6w5OU1YqRE
811,dH14a0E5_Kw,"""Remorseless, SELFISH Couple!"" Harry & Meghan's Ill-Timed Announcement",440000,1728,https://www.youtube.com/watch?v=dH14a0E5_Kw
812,2jVJwJpqlxM,'He Was EXONERATED!' Michael Jackson Documentary Questioned By His Defense Attorney,439000,2003,https://www.youtube.com/watch?v=2jVJwJpqlxM
813,b7SNzA5zgLc,"""Out of His MIND"" Ye West 'Heil Hitler', Shiloh Hendrix & Cassie Testifies at Diddy Trial",439000,3158,https://www.youtube.com/watch?v=b7SNzA5zgLc
814,Nzij1LDo2x0,"""Men Can Have A 9-Inch P**** And Be A Woman!"" Gad Saad On Gender Identity",437000,551,https://www.youtube.com/watch?v=Nzij1LDo2x0
815,nuqTGZs6OkA,"""STAND For Dead Soldiers!"" Piers Morgan Israel Debate ERUPTS Over Protest",436000,2981,https://www.youtube.com/watch?v=nuqTGZs6OkA
816,_fKYNQUHW4Y,“Act of TREASON” Trump’s State of The Union + Epstein Files | Call For King Charles To Step DOWN,435000,3569,https://www.youtube.com/watch?v=_fKYNQUHW4Y
817,0W_tBKqnCas,"""GET A LIFE! MOVE ON!"" Sharon Osbourne On Harry and Meghan's Netflix Show",435000,810,https://www.youtube.com/watch?v=0W_tBKqnCas
818,qQAYjga2iPE,"""You KILLED Charlie Kirk!"" Iran War, Lindsey Graham & More | Plus Karl Stefanovic Speaks OUT!",433000,5129,https://www.youtube.com/watch?v=qQAYjga2iPE
819,bxDeDEgE8FM,"'His Wife Has a Restraining Order!' Albrego Garcia Deportation, Trump Harvard Takeover & Blue Origin",429000,3643,https://www.youtube.com/watch?v=bxDeDEgE8FM
820,cgHftUYA9rQ,“It Was STAGED!” Ilhan Omar Syringe Attack + ICE Debate | With Brian Tyler Cohen,428000,3166,https://www.youtube.com/watch?v=cgHftUYA9rQ
821,V0_INEKm_Bk,"Piers Morgan Discusses Ben Shapiro Rap With Tom MacDonald, DJ Vlad And Talib Kweli",428000,959,https://www.youtube.com/watch?v=V0_INEKm_Bk
822,XJH5YSo1ifg,‘I STAND By It!' Nicholas Kristof DOUBLES DOWN on NYT Israel Brutality Report - With Eric Weinstein,427000,3954,https://www.youtube.com/watch?v=XJH5YSo1ifg
823,syyIrK4e_Oo,‘Ukraine Is A Corrupt MESS’ Trump Finalizes Russia Peace Deal | With Jeffrey Sachs,427000,3682,https://www.youtube.com/watch?v=syyIrK4e_Oo
824,tCJRwlH948E,"Zelensky: 'We Want NUKES!' Plus: 'Tucker Carlson, Stop Licking Putin's Ass!'",426000,5575,https://www.youtube.com/watch?v=tCJRwlH948E
825,necN0MxZpPw,"""Prince Harry's Turned The Royal Family Into A Soap!"" Sharon Osbourne Reacts To Interview",425000,860,https://www.youtube.com/watch?v=necN0MxZpPw
826,LMFrrP0ilQw,“Iran’s HOLOCAUST” Death Toll Uncovered - How Long Until Trump Declares War?,424000,3512,https://www.youtube.com/watch?v=LMFrrP0ilQw
827,Oc8omXGZDnQ,"""It's All To Get ATTENTION!"" Prince Harry Flies To UK To Visit Sick King Charles",424000,563,https://www.youtube.com/watch?v=Oc8omXGZDnQ
828,o-c4t7QL8ZY,"""I Want To DESTROY This Movement!"" Graham Linehan Interview + MAGA-Britain Debate",422000,4096,https://www.youtube.com/watch?v=o-c4t7QL8ZY
829,AhxhdVygoHM,“INDEFENSIBLE!” Files VANISH + Family of Idaho Murder Victim Speak Out,421000,4448,https://www.youtube.com/watch?v=AhxhdVygoHM
830,c9lovbICwzc,“American NIGHTMARE!” Ron Paul + O’Leary vs de Blasio | Mamdani + Trump’s Big Beautiful Bill,421000,3188,https://www.youtube.com/watch?v=c9lovbICwzc
831,fXtdRD8dYbU,"""GROW UP, Piers!"" Roger Waters On Iran, Venezuela, Trump & Ozzy Osbourne",420000,2575,https://www.youtube.com/watch?v=fXtdRD8dYbU
832,6WZ1jsU-BxM,"""You Can't BEAR The Truth!"" Lord Heseltine Blasts TalkTV Hosts Over Brexit",418000,670,https://www.youtube.com/watch?v=6WZ1jsU-BxM
833,R6BFtJIzuJs,‘Charlie Kirk Was Holding MAGA Together’ Conservatives WAR Over Nick Fuentes | With Dave Rubin,415000,3695,https://www.youtube.com/watch?v=R6BFtJIzuJs
834,z2q_6uGb-i4,“You People Are INSANE!” Is Woke Dead? Six Liberals vs Piers Morgan,412000,4207,https://www.youtube.com/watch?v=z2q_6uGb-i4
835,BGvfP2qceX8,"""Like An Authoritarian!” Trump Demolishes East Wing + Kamala Running Again? | With Brian Tyler Cohen",411000,4050,https://www.youtube.com/watch?v=BGvfP2qceX8
836,ANAnoXJUOb0,Piers Morgan Delivers Powerful Tribute To HM Queen Elizabeth II,410000,195,https://www.youtube.com/watch?v=ANAnoXJUOb0
837,jDPCxMAe0Sc,“Flinging S*** at Each Other!” MAGA’s Israel War With Benny Johnson & Steven Crowder,408000,4614,https://www.youtube.com/watch?v=jDPCxMAe0Sc
838,S9L64k8D0PY,'I Don't Like To Beg' Stephen A. Smith For President? Plus Harry Sisson Gone MAGA?,408000,3582,https://www.youtube.com/watch?v=S9L64k8D0PY
839,I4jZ7O3kZA0,"""Just One Punch... You're Going To SLEEP'"" Canelo & Crawford vs Piers Morgan!",407000,3486,https://www.youtube.com/watch?v=I4jZ7O3kZA0
840,lpCDM9vcHHU,"Piers Morgan vs Cenk Uygur on Israel-Hamas War, Running For President And Jeffrey Epstein Files",407000,2278,https://www.youtube.com/watch?v=lpCDM9vcHHU
841,vUj2wkzSoB4,"'Complete INSANITY, ZERO Evidence!' Piers Morgan vs Roger Waters on 9/11 Conspiracies",406000,1953,https://www.youtube.com/watch?v=vUj2wkzSoB4
842,IKBUkNlzrWQ,"""He Did Everything To SMEAR"" Epstein's Mearsheimer Plot Revealed in Leaks | With Alan Dershowitz",406000,2090,https://www.youtube.com/watch?v=IKBUkNlzrWQ
843,EvZOE9U7zuQ,"The Punisher On Diddy Freak-Offs With Cassie + Tory Lanez ""INNOCENT""",406000,3200,https://www.youtube.com/watch?v=EvZOE9U7zuQ
844,fPwFUVtr5Kc,"""What's Wrong With Bikinis?"" Piers Morgan Debates Miller Lite's 'Woke' Advert",406000,661,https://www.youtube.com/watch?v=fPwFUVtr5Kc
845,jRNVZpSgK9Y,"""Still in DISBELIEF"" Riley Gaines Snaps Back At Simone Biles | Errol Musk Addresses Elon Drug Use",405000,4526,https://www.youtube.com/watch?v=jRNVZpSgK9Y
846,X0SeoCDwgy4,"Israel-Palestine War: ""These Justifications Are WEAK!"" Dr. Cornel West Slams Israel Supporter",404000,585,https://www.youtube.com/watch?v=X0SeoCDwgy4
847,27npfCCavq0,'Pursuing Your Dreams? 100% Bullsh*t' Scott Galloway vs Piers Morgan,403000,2053,https://www.youtube.com/watch?v=27npfCCavq0
848,7UAlATedZ4A,Andrew Sachs' Granddaughter Georgina Baillie Reacts To Russell Brand Allegations,403000,481,https://www.youtube.com/watch?v=7UAlATedZ4A
849,bj3hUeIShaw,'IMMORAL!' James Fishback vs Sophie Rain On ‘Sin Tax’ | Priya Patel Debates Immigration,400000,2841,https://www.youtube.com/watch?v=bj3hUeIShaw
850,ZxBjMWN28AU,"""They Will KILL Me!"" Son of Hamas Founder Turned Israeli Agent on Islam 'Identity Crisis'",400000,2207,https://www.youtube.com/watch?v=ZxBjMWN28AU
851,pde8y39pFBA,“We’re Eating F***ing GARBAGE!” Can MAGA Trust RFK Jr On Health? Feat Bryan Johnson,400000,2111,https://www.youtube.com/watch?v=pde8y39pFBA
852,riqWwAp3Dcw,"""Most Absurd Interview EVER!"" Battle Of The Campaign Managers On Trump-Harris Debate",400000,1298,https://www.youtube.com/watch?v=riqWwAp3Dcw
853,ulREZYZ2FdQ,"‘Aspinall IS My Heavyweight!’ Dana White On Fighting Eddie Hearn, UFC White House Boxers & More",398000,2254,https://www.youtube.com/watch?v=ulREZYZ2FdQ
854,v8POUprTPM4,"""Meghan's Told Harry To Go!"" Piers Morgan on King Charles' Coronation",398000,569,https://www.youtube.com/watch?v=v8POUprTPM4
855,Rt5925p3dgs,"""Exposing Cultural Insanity"" | Piers Morgan vs Professor Gad Saad On Sydney Sweeney And Elon Musk",397000,1681,https://www.youtube.com/watch?v=Rt5925p3dgs
856,12SJzBGTbqE,Israel-Hamas War: 9-Year-Old Hamas Hostage Comforts Her Father During Piers Morgan Interview,397000,2631,https://www.youtube.com/watch?v=12SJzBGTbqE
857,wP3WWs0X6hc,“This Is Why You’ll Keep LOSING!” 100 Days of Trump + Bill Belichick & Shannon Sharpe Scandals,396000,4465,https://www.youtube.com/watch?v=wP3WWs0X6hc
858,_5d2RZY8Y2E,'We're NOT Giving An INCH!' Greenland PM Responds To Trump + Epstein Latest,394000,4220,https://www.youtube.com/watch?v=_5d2RZY8Y2E
859,dmv4_w3ywn4,Israel-Hamas War: Piers Morgan Questions Israeli Official Over West Bank Attacks On Palestinians,394000,735,https://www.youtube.com/watch?v=dmv4_w3ywn4
860,b9XnkW0Mt3s,"Riley Gaines On Transgender Athletes: ""What About WOMEN Losing Out On Opportunities?""",392000,549,https://www.youtube.com/watch?v=b9XnkW0Mt3s
861,lOG9uA17fEo,Piers Morgan Interviews Conor Benn About Failed Drugs Test And Boxing Future,392000,1303,https://www.youtube.com/watch?v=lOG9uA17fEo
862,CLmFZBB3Apw,"""I'm QUITTING!"" Gary Stevenson vs Piers Morgan On Wealth, Economic Growth & Elon Musk",391000,2901,https://www.youtube.com/watch?v=CLmFZBB3Apw
863,vblpKgbJ0GE,‘ZOMBIE APOCALYPSE!” Prof Jiang on Biggest Threat To Humanity | Dog Beats Blues With Support Duck,390000,3050,https://www.youtube.com/watch?v=vblpKgbJ0GE
864,K2-O9ySpTdQ,“Boeing Has A BIG Problem” Richard Quest Unpacks Turbulence Death,390000,943,https://www.youtube.com/watch?v=K2-O9ySpTdQ
865,eeIpJqyxOa8,"""Race-Baiting CLOWN!"" BAFTAs Tourette's Row + Gavin Newsom 'Can't Read'",389000,3487,https://www.youtube.com/watch?v=eeIpJqyxOa8
866,LKv9WrygtcY,"""Come With Me To Gaza” NHS Surgeon Appeals For Piers Morgan To Visit Palestine",389000,1340,https://www.youtube.com/watch?v=LKv9WrygtcY
867,AehhknWVezw,Piers Morgan And Clay Travis Discuss Transgender Athletes With Lia Thomas' Former Teammate,389000,535,https://www.youtube.com/watch?v=AehhknWVezw
868,ky9ymYImDF4,"Piers Morgan Reacts To Madonna's ""Terrifying"" Grammys Look",389000,444,https://www.youtube.com/watch?v=ky9ymYImDF4
869,tuU2JtUdddY,"""They HATE America!"" Trump Halts ‘Third World’ Migrants After Afghan Shooting",387000,3418,https://www.youtube.com/watch?v=tuU2JtUdddY
870,0lBdzdwy9Bc,"""Woke Brigade... Leave It Alone!"" Piers Morgan Debates James Barr On Male Cinderella Play",387000,835,https://www.youtube.com/watch?v=0lBdzdwy9Bc
871,N7TjITCpH_8,Piers Morgan Urges Kate Middleton To ‘Explain’ And ‘Complain',386000,2083,https://www.youtube.com/watch?v=N7TjITCpH_8
872,lr6voTJFqp4,"""Utter SCUMBAGS"" Bondi Beach Terror Hell By Cricket Legend Michael Vaughan",385000,1158,https://www.youtube.com/watch?v=lr6voTJFqp4
873,J3_ylQcJDLU,"'I'm Gonna Have To Live With It..."" Brian Tyler Cohen's Obama Interview + Trans Shooters Debate",383000,3631,https://www.youtube.com/watch?v=J3_ylQcJDLU
874,TOeeAON8mhA,"Piers Morgan On Prince Harry and Meghan Markle's ""Money-Grabbing Betrayal""",383000,534,https://www.youtube.com/watch?v=TOeeAON8mhA
875,Sf7K1JIOMjM,"""It's Distasteful"" Princess Diana's Former Butler On Harry Linking Chase To Her Death",382000,550,https://www.youtube.com/watch?v=Sf7K1JIOMjM
876,yGQH9d7RG1g,'Most TERRIFYING Answer I've Had!' Will AI Wipe Out Humans? Piers Morgan Asks Tom Bilyeu & More,381000,2528,https://www.youtube.com/watch?v=yGQH9d7RG1g
877,XOTxT5Xu0-0,“We Need ANSWERS!” Thomas Crooks + Epstein Files - Can The White House Be Trusted?,381000,4365,https://www.youtube.com/watch?v=XOTxT5Xu0-0
